"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV2265","Bacteria","Fusobacteria","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium",NA
"ASV2266","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Sporobacter",NA
"ASV2267","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV2268","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV2269","Bacteria","Cyanobacteria/Chloroplast",NA,NA,NA,NA,NA
"ASV2270","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermatophilaceae",NA,NA
"ASV2271","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"ASV2272","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA
"ASV2273","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV2274","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus",NA
"ASV2275","Bacteria","Proteobacteria","Betaproteobacteria",NA,NA,NA,NA
"ASV2276","Bacteria","Chloroflexi","Caldilineae","Caldilineales","Caldilineaceae","Litorilinea",NA
"ASV2277","Bacteria","Acidobacteria","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV2278","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2279","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leifsonia",NA
"ASV2280","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae",NA,NA
"ASV2281","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2282","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2283","Bacteria","Cyanobacteria/Chloroplast",NA,NA,NA,NA,NA
"ASV2284","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2285","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV2286","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2287","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes",NA
"ASV2288","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2289","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agromyces","neolithicus"
"ASV2290","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV2291","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2292","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2293","Bacteria","Actinobacteria","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya",NA
"ASV2294","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV2295","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",NA
"ASV2296","Bacteria","Actinobacteria",NA,NA,NA,NA,NA
"ASV2297","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2298","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter",NA
"ASV2299",NA,NA,NA,NA,NA,NA,NA
"ASV2300","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2301","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2302","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2303","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV2304","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV2305","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV2306","Bacteria","Firmicutes","Clostridia",NA,NA,NA,NA
"ASV2307","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Aurantimonadaceae","Aureimonas",NA
"ASV2308","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"ASV2309","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2310","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV2311","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"ASV2312","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Rhodopseudomonas",NA
"ASV2313","Bacteria","Firmicutes",NA,NA,NA,NA,NA
"ASV2314","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia",NA
"ASV2315","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA
"ASV2316","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",NA
"ASV2317","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium",NA
"ASV2318","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV2319","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"ASV2320","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV2321","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae",NA,NA
"ASV2322","Bacteria","Cyanobacteria/Chloroplast","Cyanobacteria","Family_IX","GpIX",NA,NA
"ASV2323","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV2324","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2325","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA
"ASV2326","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV2327","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rhodobacter",NA
"ASV2328","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV2329","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV2330","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Angustibacter",NA
"ASV2331","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV2332","Bacteria","Firmicutes","Clostridia","Clostridiales","Defluviitaleaceae","Defluviitalea",NA
"ASV2333","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV2334","Bacteria","Proteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae",NA,NA
"ASV2335","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Larkinella",NA
"ASV2336","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"ASV2337","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","endophyticus"
"ASV2338","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV2339","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA
"ASV2340","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"ASV2341","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA
"ASV2342","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Asticcacaulis",NA
"ASV2343","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"ASV2344","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASV2345","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV2346","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Luteococcus",NA
"ASV2347","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2348","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV2349",NA,NA,NA,NA,NA,NA,NA
"ASV2350","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV2351","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Virgisporangium",NA
"ASV2352","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2353","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV2354","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"ASV2355","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Halobacillus",NA
"ASV2356","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2357","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV2358","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae","Anderseniella",NA
"ASV2359","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2360","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae",NA,NA
"ASV2361","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2362","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2363","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae",NA,NA
"ASV2364","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"ASV2365","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus",NA
"ASV2366","Bacteria","Candidatus_Saccharibacteria",NA,NA,NA,NA,NA
"ASV2367","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA
"ASV2368","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2369","Bacteria","Actinobacteria","Actinobacteria",NA,NA,NA,NA
"ASV2370","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Microvirga",NA
"ASV2371","Bacteria","Verrucomicrobia","Spartobacteria","Terrimicrobium",NA,NA,NA
"ASV2372","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Curtobacterium",NA
"ASV2373","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2374","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter","starrii"
"ASV2375","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2376","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"ASV2377","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2378","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV2379","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV2380","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",NA
"ASV2381","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV2382","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerofilum",NA
"ASV2383","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2384","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV2385","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV2386","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_III",NA
"ASV2387","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV2388","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Geminicoccus",NA,NA
"ASV2389","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV2390","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV2391","Bacteria","Tenericutes","Mollicutes","Acholeplasmatales","Acholeplasmataceae","Acholeplasma",NA
"ASV2392","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV2393","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2394","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV2395","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto",NA
"ASV2396","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Promicromonosporaceae","Cellulosimicrobium",NA
"ASV2397","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"ASV2398","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV2399","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"ASV2400","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"ASV2401","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2402","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Planctopirus",NA
"ASV2403",NA,NA,NA,NA,NA,NA,NA
"ASV2404","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2405","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella",NA
"ASV2406","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"ASV2407","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV2408","Bacteria","Planctomycetes","Planctomycetia","Planctomycetales","Planctomycetaceae","Singulisphaera",NA
"ASV2409","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2410","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2411","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV2412","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV2413","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nakamurellaceae","Nakamurella",NA
"ASV2414","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Jatrophihabitans",NA
"ASV2415","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV2416","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Peredibacter",NA
"ASV2417","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA,NA
"ASV2418","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Anaerobacillus",NA
"ASV2419","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Shinella",NA
"ASV2420","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"ASV2421","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"ASV2422","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Spirosoma",NA
"ASV2423","Bacteria","Cyanobacteria/Chloroplast","Cyanobacteria",NA,NA,NA,NA
"ASV2424","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Kineosporiaceae","Pseudokineococcus","marinus"
"ASV2425","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA
"ASV2426","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"ASV2427","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV2428","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2429","Bacteria","Bacteroidetes",NA,NA,NA,NA,NA
"ASV2430","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Hydrotalea",NA
"ASV2431","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV2432","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia",NA
"ASV2433","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","dokdonensis"
"ASV2434","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Blautia","hansenii"
"ASV2435","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas",NA
"ASV2436","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV2437","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV2438","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"ASV2439","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV2440","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2441","Bacteria","Proteobacteria","Betaproteobacteria","Neisseriales","Neisseriaceae","Neisseria",NA
"ASV2442","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV2443","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cryptosporangiaceae","Jatrophihabitans",NA
"ASV2444","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV2445","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae","Intrasporangium",NA
"ASV2446","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV2447","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2448","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Rhodoluna",NA
"ASV2449","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Elizabethkingia",NA
"ASV2450","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2451","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
"ASV2452","Bacteria","Actinobacteria","Actinobacteria","Gaiellales","Gaiellaceae","Gaiella",NA
"ASV2453","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"ASV2454","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA
"ASV2455","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV2456","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA
"ASV2457","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter",NA
"ASV2458","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV2459","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue",NA
"ASV2460","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2461","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV2462","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae",NA,NA
"ASV2463","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV2464","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Geminicoccus",NA,NA
"ASV2465","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2466","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae","Geodermatophilus",NA
"ASV2467","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2468","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales",NA,NA,NA
"ASV2469","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Coprococcus",NA
"ASV2470","Bacteria","Acidobacteria","Acidobacteria_Gp3","Gp3",NA,NA,NA
"ASV2471","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae",NA,NA
"ASV2472","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Kocuria",NA
"ASV2473","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae",NA,NA
"ASV2474","Bacteria","Verrucomicrobia","Spartobacteria",NA,NA,NA,NA
"ASV2475","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Acetobacteraceae","Craurococcus",NA
"ASV2476","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV2477","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae_1","Paenibacillus",NA
"ASV2478","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV2479","Bacteria","Firmicutes","Bacilli","Bacillales","Thermoactinomycetaceae_1","Shimazuella",NA
"ASV2480","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae",NA,NA
"ASV2481",NA,NA,NA,NA,NA,NA,NA
"ASV2482","Bacteria","Acidobacteria","Acidobacteria_Gp4","Gp4",NA,NA,NA
"ASV2483","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2484","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV2485","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2486","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV2487","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Anaerotruncus",NA
"ASV2488","Bacteria","Chloroflexi",NA,NA,NA,NA,NA
"ASV2489","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Hyphomicrobium",NA
"ASV2490","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2491","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae",NA,NA
"ASV2492","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2493","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Clostridium_IV",NA
"ASV2494","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"ASV2495","Bacteria","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae","Eubacterium",NA
"ASV2496","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micromonosporaceae","Actinoplanes",NA
"ASV2497","Bacteria","Actinobacteria","Actinobacteria","Euzebyales","Euzebyaceae","Euzebya",NA
"ASV2498","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae","Nitrolancea",NA
"ASV2499","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"ASV2500","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVa",NA
"ASV2501","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea",NA
"ASV2502","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2503","Bacteria","Chloroflexi","Chloroflexia","Kallotenuales","Kallotenuaceae","Kallotenue",NA
"ASV2504","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
"ASV2505","Bacteria",NA,NA,NA,NA,NA,NA
"ASV2506","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae",NA,NA
"ASV2507","Bacteria","Candidatus_Saccharibacteria",NA,NA,NA,NA,NA
"ASV2508","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhodobiaceae",NA,NA
"ASV2509","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV2510","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Clostridium_XlVb",NA
"ASV2511","Bacteria","Candidatus_Saccharibacteria",NA,NA,NA,NA,NA
"ASV2512","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales",NA,NA,NA
"ASV2513","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia",NA
"ASV2514","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV2515","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV2516","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA
"ASV2517","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas",NA
"ASV2518","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"ASV2519","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadaceae","Armatimonas/Armatimonadetes_gp1",NA
"ASV2520","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV2521","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales",NA,NA,NA
"ASV2522","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"ASV2523","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Luteimonas",NA
"ASV2524","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Conexibacteraceae","Conexibacter",NA
