"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"ASV1","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Escherichia/Shigella",NA
"ASV2","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia",NA
"ASV3","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Turicella",NA
"ASV4","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Turicella",NA
"ASV5","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV6","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Sanguibacteraceae","Sanguibacter",NA
"ASV7","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV8","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV9","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus",NA
"ASV10","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","socius"
"ASV11","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buttiauxella",NA
"ASV12","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV13","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV14","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"ASV15","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA
"ASV16","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Curvibacter",NA
"ASV17","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV18","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA
"ASV19","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV20","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV21","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV22","Bacteria","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus",NA
"ASV23","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV24","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV25","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV26","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV27","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV28","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV29","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Catellicoccus",NA
"ASV30","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter","minatonensis"
"ASV31","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Friedmanniella",NA
"ASV32","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus","auricularis"
"ASV33","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV34","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV35","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV36","Bacteria",NA,NA,NA,NA,NA,NA
"ASV37","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV38","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV39","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Coxiellaceae","Diplorickettsia",NA
"ASV40","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV41","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto",NA
"ASV42","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Herbiconiux",NA
"ASV43","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","endophytica"
"ASV44","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"ASV45","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV46","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Alloiococcus","otitis"
"ASV47","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"ASV48","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV49","Bacteria",NA,NA,NA,NA,NA,NA
"ASV50","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae",NA,NA
"ASV51","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","scophthalmum"
"ASV52","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV53","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV54","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Denitrobacterium",NA
"ASV55","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV56","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASV57","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Buttiauxella",NA
"ASV58","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"ASV59","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA
"ASV60","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae_1","Clostridium_sensu_stricto",NA
"ASV61","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"ASV62","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV63","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV64","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Yersinia",NA
"ASV65","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Chlorophyta",NA,NA
"ASV66","Bacteria","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Aerococcus",NA
"ASV67","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas","testosteroni"
"ASV68","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV69","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Rhodococcus",NA
"ASV70","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora","chiangmaiensis"
"ASV71","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"ASV72","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV73","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV74","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae",NA,NA
"ASV75","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV76","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV77","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASV78","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"ASV79","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Brevundimonas",NA
"ASV80","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Gordonia",NA
"ASV81","Bacteria","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Intestinimonas",NA
"ASV82","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"ASV83","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV84","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV85","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",NA
"ASV86","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Patulibacteraceae","Patulibacter",NA
"ASV87","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
"ASV88","Bacteria","Proteobacteria","Deltaproteobacteria",NA,NA,NA,NA
"ASV89","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA,NA
"ASV90","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV91","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"ASV92","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"ASV93","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV94","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV95","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV96","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus",NA
"ASV97","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV98","Bacteria","Tenericutes","Mollicutes","Mycoplasmatales","Mycoplasmataceae","Ureaplasma",NA
"ASV99","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV100","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV101","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","bambusae"
"ASV102","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Salmonella","enterica"
"ASV103","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV104","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium","acnes"
"ASV105","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV106","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV107","Bacteria","Firmicutes","Bacilli","Lactobacillales","Carnobacteriaceae","Carnobacterium",NA
"ASV108","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV109","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV110","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","rhizophila"
"ASV111","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV112","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV113","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium",NA
"ASV114","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV115","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV116","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV117","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","spiritivorum"
"ASV118","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV119","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Bacillariophyta",NA,NA
"ASV120","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermabacteraceae","Brachybacterium",NA
"ASV121","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Agrococcus",NA
"ASV122","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Streptophyta",NA,NA
"ASV123","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"ASV124","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV125","Bacteria","Firmicutes","Bacilli","Bacillales","Staphylococcaceae","Staphylococcus",NA
"ASV126","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria",NA
"ASV127","Bacteria",NA,NA,NA,NA,NA,NA
"ASV128","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"ASV129","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA
"ASV130","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV131","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast",NA,NA,NA
"ASV132","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Curtobacterium",NA
"ASV133","Bacteria","Chloroflexi","Thermomicrobia","Sphaerobacterales","Sphaerobacteraceae",NA,NA
"ASV134","Bacteria","Firmicutes","Negativicutes","Selenomonadales","Veillonellaceae","Pelosinus",NA
"ASV135","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV136","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides",NA
"ASV137","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"ASV138","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"ASV139","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","soli"
"ASV140","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Prevotellaceae","Prevotella","disiens"
"ASV141","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Bogoriellaceae","Georgenia",NA
"ASV142","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium","komagatae"
"ASV143","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV144","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Pelomonas",NA
"ASV145","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium",NA
"ASV146","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"ASV147","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas",NA
"ASV148","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Undibacterium","oligocarboniphilum"
"ASV149","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV150","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Enhydrobacter","aerosaccus"
"ASV151","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium","JC2972"
"ASV152","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV153","Bacteria","Firmicutes","Bacilli","Bacillales","Listeriaceae","Listeria",NA
"ASV154","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV155","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia",NA
"ASV156","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium",NA
"ASV157","Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Capnocytophaga","canimorsus"
"ASV158","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV159","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"ASV160","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter",NA
"ASV161","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Tsukamurellaceae","Tsukamurella",NA
"ASV162","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV163","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA
"ASV164","Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Piscirickettsiaceae","Methylophaga",NA
"ASV165","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Catenibacterium","mitsuokai"
"ASV166","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV167","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus",NA
"ASV168","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","longiquaesitum"
"ASV169","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptostreptococcaceae","Clostridium_XI","hiranonis"
"ASV170","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Curtobacterium",NA
"ASV171","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA
"ASV172","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Dermacoccaceae",NA,NA
"ASV173","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia"
"ASV174","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Microbacterium",NA
"ASV175","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio",NA
"ASV176","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Propionibacterium",NA
"ASV177","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_1","Bacillus","gibsonii"
"ASV178","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA
"ASV179","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA,NA
"ASV180","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Cellulomonadaceae","Oerskovia",NA
"ASV181","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_incertae_sedis","Geminicoccus",NA,NA
"ASV182","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus",NA
"ASV183","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV184","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","capsulatum"
"ASV185","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillales_Incertae_Sedis_XI","Gemella",NA
"ASV186","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Corynebacteriaceae","Corynebacterium","durum"
"ASV187",NA,NA,NA,NA,NA,NA,NA
"ASV188","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"ASV189","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter",NA
"ASV190","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Pseudoclavibacter","helvolus"
"ASV191","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV192","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV193","Bacteria","Actinobacteria","Actinobacteria","Rubrobacterales","Rubrobacteraceae","Rubrobacter",NA
"ASV194","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Mycobacteriaceae","Mycobacterium",NA
"ASV195","Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Comamonas",NA
"ASV196","Bacteria","Firmicutes","Erysipelotrichia","Erysipelotrichales","Erysipelotrichaceae","Clostridium_XVIII",NA
"ASV197","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ASV198","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Devosia",NA
"ASV199","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"ASV200","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA,NA
"ASV201","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV202","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Enterobacter",NA
"ASV203","Bacteria","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae",NA,NA
"ASV204","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Williamsia","serinedens"
"ASV205","Bacteria","Cyanobacteria/Chloroplast","Chloroplast","Chloroplast","Chlorophyta",NA,NA
"ASV206","Bacteria","Firmicutes","Bacilli","Bacillales","Planococcaceae","Rummeliibacillus","pycnus"
"ASV207","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Serratia",NA
"ASV208","Bacteria","Firmicutes","Clostridia","Clostridiales","Peptoniphilaceae","Peptoniphilus","methioninivorax"
"ASV209","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","ginsengagri"
"ASV210","Bacteria","Actinobacteria","Actinobacteria","Solirubrobacterales","Solirubrobacteraceae","Solirubrobacter",NA
"ASV211","Bacteria","Deinococcus-Thermus","Deinococci","Deinococcales","Trueperaceae","Truepera",NA
"ASV212","Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactobacillus",NA
"ASV213","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Rubellimicrobium",NA
"ASV214","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","koreensis"
"ASV215","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA
"ASV216","Bacteria","Bacteroidetes","Cytophagia","Cytophagales","Cytophagaceae","Hymenobacter",NA
"ASV217","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Rothia",NA
"ASV218","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","nematocida"
"ASV219","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae",NA,NA
"ASV220","Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae_2","Geomicrobium",NA
"ASV221","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Marmoricola",NA
"ASV222","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus",NA
"ASV223","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA
"ASV224","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"ASV225","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola",NA
"ASV226","Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","sanguinis"
"ASV227","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae",NA,NA
"ASV228","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"ASV229","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"ASV230","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","radioresistens"
"ASV231","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides","plantarum"
"ASV232","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV233","Bacteria","Actinobacteria","Actinobacteria","Coriobacteriales","Coriobacteriaceae","Denitrobacterium",NA
"ASV234","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","vulgatus"
"ASV235","Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA
"ASV236","Bacteria","Proteobacteria","Gammaproteobacteria","Alteromonadales","Shewanellaceae","Shewanella",NA
"ASV237","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Brevibacteriaceae","Brevibacterium",NA
"ASV238","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardioidaceae","Nocardioides",NA
"ASV239","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas",NA
"ASV240","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA
"ASV241","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methylobacteriaceae","Methylobacterium",NA
"ASV242","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae","Pantoea",NA
